folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00010180,00010180/20120808_051938.jpg,"[[[ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [ 0  0  0]
  [ 0  0  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  2  1]
  ...
  [14 19 15]
  [10 15 11]
  [ 8 13  9]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  3  2]
  ...
  [16 21 17]
  [16 21 17]
  [12 17 13]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  2  0]
  ...
  [17 22 18]
  [20 25 21]
  [19 24 20]]]","0.21713,6","0.27172,5","0.20756,5","0.19071,5","0.51899,6","0.027749,6","0.0022958,6","0.21269,6","0.0076107,6","0,6","0.26961,5","0.38557,6","0.10651,5","0.088381,7","0.16602,6","0.16823,5","0.26776,6","0.014545,5","0.017952,6","0.033568,6","0.10368,6","0.53018,6","0.87439,5","0.047437,5","0.7848,5","0.093633,6","0.2798,6","0.19624,6","0.041307,6","0.0011971,6","0.023321,6","0.39321,6","0.038726,5","0.38424,5","0.15949,6","0.042532,6","0.24769,6","0.25852,6","0.45301,6","0.46004,5"
00010302,00010302/20120427_191958.jpg,"[[[ 89 101  97]
  [179 185 185]
  [133 134 136]
  ...
  [ 55  61  61]
  [ 11  12  14]
  [  0   0   2]]

 [[ 25  37  37]
  [124 134 135]
  [131 139 141]
  ...
  [ 50  56  54]
  [ 12  16  15]
  [  0   1   0]]

 [[  1  17  17]
  [ 29  43  46]
  [ 26  40  43]
  ...
  [ 53  59  57]
  [  5   9   8]
  [  0   1   0]]

 ...

 [[ 18  20  15]
  [ 13  15  10]
  [ 17  22  18]
  ...
  [  5   9  10]
  [  2   2   2]
  [  0   0   0]]

 [[  3   7   6]
  [  1   5   6]
  [  4   8   9]
  ...
  [  4   9  12]
  [  1   2   4]
  [  1   0   0]]

 [[  1   2   4]
  [  0   4   7]
  [  0   2   7]
  ...
  [  0   8  10]
  [  0   1   3]
  [  1   0   2]]]","0.6095,5","0.036155,5","0.89525,7","0.20361,5","0.56513,6","0.05125,5","0.58001,7","0.091871,6","0.16135,7","1,5","0.047107,7","1,5","0.49557,6","0.21806,5","0.012591,9","0.022257,6","0.04087,5","0.16562,7","0.85766,6","0.3993,5","0.095145,7","1,7","0.88077,7","0.041989,7","0.88293,8","0.13,6","0.041974,5","1,6","0.079183,6","0.34053,7","0.78808,5","0.95018,6","0.22674,8","0.59904,7","0.36433,6","0.20036,7","0.61123,10","0.6089,6","0.22943,6","0.20626,7"
00010430,00010430/20121016_052526.jpg,"[[[  0  11  65]
  [  0  12  68]
  [  0  14  67]
  ...
  [ 24  29  32]
  [  2  11  16]
  [  0  10  18]]

 [[106 141 171]
  [102 137 165]
  [103 139 163]
  ...
  [119 133 134]
  [174 188 191]
  [ 78  93 100]]

 [[202 232 242]
  [ 96 123 130]
  [177 205 208]
  ...
  [109 129 130]
  [149 168 172]
  [ 54  73  80]]

 ...

 [[  1   5   4]
  [  3   7   6]
  [  0   4   3]
  ...
  [  1  31  81]
  [  7  34  89]
  [ 27  51 113]]

 [[  1   5   4]
  [  3   7   6]
  [  0   4   3]
  ...
  [  6  33  78]
  [  5  25  75]
  [ 20  33  86]]

 [[  2   6   5]
  [  2   8   6]
  [  0   5   3]
  ...
  [  5  30  71]
  [  5  20  63]
  [ 12  20  67]]]","0.68881,5","0.23764,5","0.86805,6","0.2327,7","0.32333,7","0.046497,5","0.02169,6","0.041974,5","0.11227,7","0.62928,5","0.039431,8","0.59433,6","0.023201,9","0.34846,6","0.031666,8","0.051582,7","0.019632,6","0.031548,7","0.70044,6","0.012604,6","0.020643,5","0.51832,8","0.86892,9","0.025737,6","0.86137,9","0.26399,5","0.27736,8","0.83854,6","0.048309,6","0.00080782,9","0.5138,6","0.4626,8","0.19064,9","0.54247,6","0.21152,6","0.21378,6","0.12458,6","0.32459,8","0.60064,5","0.014048,6"
00010606,00010606/20121201_161830.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [60 73 64]
  [63 78 71]
  [75 90 83]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [55 68 59]
  [66 79 70]
  [66 79 70]]

 [[ 0  1  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [62 75 66]
  [76 87 79]
  [66 77 69]]

 ...

 [[ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]]]","0.63343,8","0.051937,6","1,5","0.33035,8","0.27001,6","0.042297,6","0.48243,6","0.70997,5","0.68352,6","1,5","0.052151,6","1,6","0.05308,6","0.0076729,7","0.04042,9","0.13166,8","0.040127,5","0.024385,7","1,6","0.15275,6","0.046406,6","0.75284,5","1,6","0.019004,7","0.82374,5","0.015073,6","0,6","0.95723,6","0.62582,5","0.36453,5","1,6","0.57193,6","0.18626,6","0.49744,8","0.27508,5","0.68029,6","0.28643,7","0.093302,7","0.64915,5","0.00074068,7"
00010780,00010780/20120516_220925.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [130 116  41]
  [125 113  39]
  [120 108  34]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [145 135  50]
  [135 127  42]
  [129 122  34]]

 [[  0   0   0]
  [  0   1   0]
  [  0   1   0]
  ...
  [136 127  36]
  [141 136  42]
  [143 139  40]]]","0.25789,6","0.024615,6","1,5","0.032192,5","0.15366,6","0.036157,6","0.13419,6","0.17127,5","0.10489,6","0.18862,5","0.036984,5","0.36296,5","0.77416,6","1,5","0.043835,5","0.097738,7","0.24787,6","0.37557,5","0.015815,6","0.71753,5","0.55825,6","0.15735,5","0.17923,5","0.041512,7","0.72919,6","0.47384,5","0.77115,6","0.10617,5","0.037341,5","0.040362,4","0.36599,6","0.80192,6","0.043147,5","0.0098785,5","0.71324,6","0.43724,6","0.31033,5","0.35255,5","0.17264,6","0.18613,5"
00010801,00010801/20120709_030024.jpg,"[[[237 243 239]
  [127 132 128]
  [127 133 131]
  ...
  [132 137 141]
  [113 121 124]
  [ 36  44  47]]

 [[238 240 237]
  [118 120 119]
  [ 55  59  60]
  ...
  [119 123 122]
  [ 96 100 103]
  [ 35  38  43]]

 [[238 242 241]
  [ 76  80  83]
  [ 54  57  62]
  ...
  [ 97 101 100]
  [204 208 211]
  [ 44  44  52]]

 ...

 [[  4   6   1]
  [  1   3   0]
  [  1   3   0]
  ...
  [  4   7   0]
  [  2   4   0]
  [  5   5   3]]

 [[  3   5   0]
  [  3   5   0]
  [  0   2   0]
  ...
  [  0   2   0]
  [  6   8   3]
  [  6   7   2]]

 [[  6   8   3]
  [  3   5   2]
  [  4   4   2]
  ...
  [  5   7   2]
  [  5   6   1]
  [  4   3   0]]]","0.036007,6","0.029081,6","1,7","0.021813,6","0.75554,5","0.030991,5","0.96813,7","0.0029176,5","0.30343,7","0.038726,5","0.036931,4","0.25545,6","0.51618,6","0.84322,6","0.013252,6","0.042289,6","0.04621,4","0.034296,8","0.20059,4","0.21984,5","0.63198,6","0.36851,4","0.35538,5","0.018671,5","0.90247,8","0.81049,6","0.69974,6","0.33978,6","0.055836,3","0.34995,6","0.026966,6","0.80809,8","0.15484,7","0.41435,5","0.37271,6","0.19955,7","0.75858,5","0.10916,6","0.12464,6","0.033081,5"
00010917,00010917/20121202_182418.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  1   1   1]
  [  0   0   0]]

 [[ 10  10  10]
  [ 17  17  17]
  [  6   6   6]
  ...
  [  5   5   3]
  [  1   1   1]
  [  0   0   0]]

 [[151 151 151]
  [111 111 111]
  [124 124 124]
  ...
  [157 158 153]
  [ 16  16  14]
  [  0   0   0]]

 ...

 [[ 47  35  19]
  [152 140 116]
  [180 167 133]
  ...
  [ 55  60  53]
  [ 63  66  57]
  [ 42  44  33]]

 [[ 39  34  14]
  [137 132 103]
  [167 161 125]
  ...
  [ 61  64  55]
  [ 68  70  59]
  [ 47  47  37]]

 [[ 40  39  18]
  [129 128  97]
  [133 131  92]
  ...
  [ 69  73  59]
  [ 77  79  66]
  [ 49  49  39]]]","0.83941,5","0.045286,5","1,5","0.047259,6","0.050569,6","0.064065,5","0.12287,8","0.17925,7","0.35675,6","0.1007,8","0.038926,5","0.70298,6","0.70055,5","0.1939,6","0.031298,5","0.046439,5","0.03228,5","0.031298,5","0.37585,5","0.8583,5","0.023495,7","0.49196,5","0.39993,7","0.02347,6","1,6","0.31084,5","0.013254,8","0.79345,7","0.027351,6","0.025421,5","0.66504,5","0.85438,6","0.17944,5","0.57686,7","0.55606,7","0.16019,8","0.1049,9","0.41339,5","0.30097,5","0.026978,5"
00011616,00011616/20120202_165128.jpg,"[[[ 11  31  92]
  [  8  28  89]
  [  9  29  90]
  ...
  [ 21  57 143]
  [  9  45 131]
  [ 11  45 132]]

 [[  5  25  86]
  [  8  28  89]
  [ 13  33  94]
  ...
  [  5  41 127]
  [  9  45 131]
  [ 17  51 138]]

 [[ 10  30  89]
  [ 10  30  89]
  [  9  29  90]
  ...
  [ 10  46 132]
  [ 18  54 140]
  [ 13  49 135]]

 ...

 [[  8   7  12]
  [  8   7  12]
  [  8   7  13]
  ...
  [ 14  13  18]
  [ 18  17  22]
  [ 14  13  19]]

 [[  8   7  12]
  [  7   6  11]
  [  8   7  12]
  ...
  [ 17  16  21]
  [ 16  15  20]
  [ 17  16  22]]

 [[  8   8  10]
  [  8   7  12]
  [  8   7  12]
  ...
  [ 15  14  19]
  [ 21  20  25]
  [ 13  12  17]]]","0.13956,5","0.028824,5","1,5","0.16483,6","0.036999,5","0,6","0.0099293,5","0.31332,5","0.043683,6","0.054612,5","0.020517,7","0.14244,7","0.37735,5","0.64419,5","0.0016649,6","0.11125,4","0.016201,5","0.034303,6","0.060327,5","0.65281,4","0.84193,6","0.53491,5","0.44686,5","0.011261,6","0.81867,5","0.32553,6","0.52368,6","0.026577,6","0.09354,5","0.018555,5","0.033634,6","0.76115,6","0.29926,5","0.40418,5","0.3818,6","0.32106,5","0.57686,6","0.12742,6","0.13967,6","0.0090401,6"
00014842,00014842/20120122_104345.jpg,"[[[ 74  79  99]
  [ 72  79  98]
  [ 75  82 100]
  ...
  [ 51  57  71]
  [ 52  59  75]
  [ 48  57  72]]

 [[ 73  79 101]
  [ 76  81 101]
  [ 75  80  99]
  ...
  [ 49  56  72]
  [ 49  58  75]
  [ 48  59  77]]

 [[ 74  80 104]
  [ 77  82 104]
  [ 80  82 103]
  ...
  [ 50  57  75]
  [ 50  59  76]
  [ 47  55  74]]

 ...

 [[255 255 251]
  [255 255 251]
  [255 255 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 253]
  [255 255 253]
  [255 255 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 255 255]
  [254 255 255]
  [254 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","0.16045,7","0.035881,7","1,5","0.54156,6","0.59614,9","0.031809,6","0.038847,5","0.0078981,4","0.043147,5","0.015377,13","0.02385,5","0.34761,7","0.8251,6","0.91243,11","0.078051,9","0.034848,3","0.49208,5","0.28153,3","0.020623,8","0.83229,7","0.58695,8","0.18047,5","0.84289,7","0.015881,7","0.83931,7","0.2212,5","0.028494,5","0.85828,6","0.022143,6","0,5","0.007676,8","0.66394,9","0.6893,7","0.49484,8","0.55491,6","0.39054,5","0.67973,7","0.17932,8","0.16352,6","0.48219,7"
00015822,00015822/20120919_231736.jpg,"[[[ 49  58  97]
  [ 50  59  98]
  [ 43  52  91]
  ...
  [ 52  66  69]
  [ 55  70  73]
  [ 53  68  71]]

 [[ 46  54  90]
  [ 53  59  95]
  [107 113 147]
  ...
  [ 44  58  61]
  [ 47  61  64]
  [ 46  60  63]]

 [[ 49  55  89]
  [ 62  67  99]
  [146 151 183]
  ...
  [ 47  61  64]
  [ 43  57  60]
  [ 46  57  61]]

 ...

 [[ 43  45  44]
  [ 43  45  44]
  [ 46  48  45]
  ...
  [  4   4   4]
  [ 17  17  17]
  [ 10  10  10]]

 [[ 39  40  42]
  [ 41  42  44]
  [ 39  40  42]
  ...
  [  4   4   4]
  [  7   7   7]
  [  5   5   5]]

 [[ 34  35  37]
  [ 29  30  34]
  [ 34  35  39]
  ...
  [  3   3   3]
  [  4   4   4]
  [  4   4   4]]]","0.29152,6","0.12121,5","0.90113,8","0.98368,6","0.79894,7","0.027051,5","0.15452,5","0.1133,9","0.27107,7","0.054277,7","0.11869,6","0.29674,9","1,4","0.28311,9","0.0052325,6","0.029473,5","0.15595,5","0.11131,6","0.067714,7","0.0022801,6","0.23522,8","0.46422,6","0.34542,7","0.17631,6","0.95475,6","0.012253,6","0.05747,6","0.93899,6","0.19587,6","0.20361,7","0.020443,6","0.25175,5","0.094685,8","0.51409,5","0.58947,6","0.46526,6","0.51015,5","0.20945,6","0.17897,5","0.011689,5"
00016761,00016761/295.jpg,"[[[ 49  78  92]
  [ 34  61  82]
  [ 25  47  70]
  ...
  [102 105  84]
  [111 111  87]
  [ 66  62  33]]

 [[ 47  74  91]
  [ 40  65  72]
  [ 36  56  57]
  ...
  [105 104  83]
  [107 107  83]
  [ 61  57  32]]

 [[ 74  95  98]
  [ 65  84  62]
  [ 66  82  43]
  ...
  [106 104  81]
  [109 106  87]
  [ 59  54  35]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.6953,7","0.81657,6","0.29958,5","0.23442,6","0.071842,6","0.037537,5","0.032639,6","0.0062907,7","0.21027,6","0.016004,4","0.54287,7","0.19644,5","0.024548,6","0.19832,6","0.21015,7","0.16283,6","0.44025,5","1,5","0.29641,6","0.56304,6","0.19107,5","0.93089,6","0.23649,5","0.4086,5","0.73808,6","0.41408,6","0.76178,6","0.013888,5","0.023353,6","0.048823,6","0.33099,5","0.76619,6","0.046226,5","0.75672,5","0.13473,5","0.05383,6","0.0091995,5","0.16581,5","0.51634,7","0.56584,5"
00016845,00016845/20111006_043318.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  0  0]
  ...
  [14  2  2]
  [21  5  6]
  [24  4  6]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  0  0]
  ...
  [20  4  5]
  [27  7  9]
  [31  6 10]]

 [[ 0  0  0]
  [ 0  0  2]
  [ 1  0  2]
  ...
  [24  4  5]
  [29  4  7]
  [27  0  3]]]","0.029174,6","0.031248,6","1,5","0.89648,5","0.86447,5","0.043433,6","0.7249,5","0.032923,5","0.044603,6","0.012907,6","0.19332,6","0.20679,6","0.25081,6","0.14449,6","0.16009,6","0.30164,6","0.045657,7","0.19009,6","0.015848,6","0.49293,5","0.20973,6","0.44807,5","0.15987,6","0.02554,5","0.99817,6","0.30794,6","0.80348,6","0.0048492,5","0.22281,7","0.042347,6","0.016593,5","0.66964,6","0.65283,5","0.41131,6","0.23377,5","0.28449,5","0.50123,5","0.14509,5","0.20386,7","0,6"
00017609,00017609/20121212_160445.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [147 146 142]
  [ 70  69  64]
  [244 243 238]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 41  36  30]
  [ 78  74  65]
  [145 142 133]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 74  64  55]
  [ 77  68  59]
  [ 63  56  46]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 65  59  45]
  [ 64  58  46]
  [ 65  59  47]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  6   5   0]
  [  6   5   0]
  [  5   4   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   2]]]","0.78163,5","0.012444,5","0.91412,7","0.11943,5","0.39772,5","0.037318,6","0.3227,6","0.72739,5","0.5637,7","0.97292,7","0.033708,6","0.94417,6","0.29165,7","0.74255,6","0.027545,8","0.04125,6","0.026515,5","0.049709,5","0.78556,5","0.94252,6","0.47591,5","0.30009,5","0.44926,8","0.14469,6","0.66953,7","0.31833,7","0.14564,5","0.90481,6","0.31354,7","0.26322,6","0.86539,6","0.5017,5","0.41201,7","0.54621,5","0.691,5","0.45122,6","0.74985,7","0.11277,5","0.51393,6","0.16699,8"
00017613,00017613/24.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [50 40 49]
  [50 40 49]
  [49 39 48]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [50 40 49]
  [50 40 49]
  [50 40 49]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [50 40 49]
  [50 40 49]
  [50 40 49]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0.42643,5","0.044926,5","0.90714,5","0.92748,5","1,5","0.16687,7","0.14714,8","0.14478,7","0.10641,7","0.029238,5","0.050295,6","0.14672,4","0.020611,5","0.72549,5","0.014302,8","0.021188,7","0.40029,6","0.04731,6","0.34533,6","0.33273,5","0.67685,5","0.53749,6","0.85828,6","0.050832,4","0.91383,6","0.38009,7","0.021646,7","0.35101,5","0.043329,4","0.15041,6","0.028776,6","0.27523,6","0.055598,6","0.73983,6","0.65088,6","0.76435,6","0.82504,5","0.29645,5","0.45568,7","0.047489,5"
00017627,00017627/20130108_015225.jpg,"[[[  8   8   0]
  [ 38  36  23]
  [106 102  77]
  ...
  [  9   4   0]
  [  8  11   2]
  [ 14  28  13]]

 [[ 14  13   9]
  [ 96  95  93]
  [ 27  28  20]
  ...
  [  7   5   6]
  [  4   6   3]
  [  0   5   1]]

 [[ 16  16  16]
  [ 45  48  57]
  [  5  11  23]
  ...
  [  4   5   9]
  [  4   3   8]
  [  5   3   8]]

 ...

 [[  4   6   5]
  [  4   5   7]
  [  3   4   6]
  ...
  [  2   2   2]
  [  1   3   2]
  [  1   3   2]]

 [[  3   5   4]
  [  3   5   4]
  [  3   5   4]
  ...
  [  2   2   2]
  [  2   2   2]
  [  1   3   2]]

 [[  3   5   4]
  [  3   5   4]
  [  3   5   4]
  ...
  [  1   1   1]
  [  2   2   2]
  [  2   2   4]]]","0.32383,6","0.12019,6","0.99469,6","0.73486,6","0.57801,5","0.040236,6","0.45208,6","0.17286,5","0.054292,4","0.025528,6","0.034848,6","0.37616,5","0.46015,6","0.019257,5","0.024185,7","0.054129,5","0.21077,5","0.024703,5","0,6","0.72759,7","0.032143,6","0.22541,5","0.29551,6","0.029751,7","0.63219,7","0.020728,6","0.68621,5","0.25132,6","0.031478,5","0,6","0.048418,5","0.59234,5","0.021619,6","0.65733,5","0.36586,5","0.30157,5","0.51757,5","0.2403,5","0.4136,5","0.10639,6"
00017632,00017632/20130404_125729.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [40 59 76]
  [38 56 76]
  [40 56 81]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [36 57 76]
  [34 52 72]
  [35 53 75]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [37 60 78]
  [36 57 76]
  [38 56 76]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  3  8]
  [ 4  3  8]
  [ 4  3  8]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0.016251,8","0.27026,6","0.65876,10","1,8","0.98552,6","0.10272,9","0.45835,5","0.03484,6","0.01892,6","0.023886,5","0.22993,6","0.1144,8","0.018044,10","0.8463,6","0.10826,9","0.36798,4","0.53671,6","0.16235,5","0.051023,5","0.55205,6","0.65128,5","0.42204,5","0.40224,5","0.0073462,7","0.96732,7","0.14601,6","0.80165,5","0.38317,9","0.28551,7","0.057495,8","0.015175,6","0.25753,7","0.40685,9","0.10698,6","0.94701,5","0.89485,5","0.66955,7","0.14366,6","0.39024,5","0.36352,7"
00017640,00017640/20120713_153512.jpg,"[[[ 91 100  83]
  [103 114  84]
  [146 156 103]
  ...
  [ 65  69  70]
  [ 62  68  68]
  [ 63  72  71]]

 [[ 87 100  80]
  [138 149 132]
  [102 112  88]
  ...
  [ 65  69  72]
  [ 60  64  65]
  [ 65  69  68]]

 [[ 84 101  82]
  [108 120 120]
  [ 86  96 105]
  ...
  [ 67  70  75]
  [ 63  68  71]
  [ 66  70  69]]

 ...

 [[ 28  29  31]
  [ 24  25  27]
  [ 24  25  27]
  ...
  [ 28  28  26]
  [ 26  26  24]
  [ 30  30  28]]

 [[ 26  27  29]
  [ 24  25  27]
  [ 22  23  25]
  ...
  [ 26  26  24]
  [ 27  27  25]
  [ 34  34  32]]

 [[ 25  27  24]
  [ 28  30  29]
  [ 27  29  28]
  ...
  [ 28  28  26]
  [ 27  27  25]
  [ 32  32  30]]]","0.57482,5","0.72494,9","0.21746,7","0.034131,4","0.18358,5","0.17125,7","1,5","0.22434,5","0.50822,7","0.035092,6","0.22861,5","0.26502,5","0.10741,10","0.025401,7","0.023846,13","0.15743,6","0.19924,5","0.046226,5","0.0472,5","0.02266,5","0.020647,7","0.85656,6","0.94943,7","0.015717,5","1,7","0.022655,6","0.71492,7","0.54704,6","0.65319,6","0.10857,9","0.27798,6","0.53707,9","0.11973,7","0.98921,7","0.26101,6","0.025275,5","0.28663,7","0.61599,6","0.90489,7","0.28481,9"
00017658,00017658/20130109_185256.jpg,"[[[ 44  51  95]
  [ 44  51  95]
  [ 44  51  95]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 42  49  93]
  [ 44  51  95]
  [ 44  51  95]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 74  81 125]
  [133 140 184]
  [130 137 181]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 65  74  71]
  [ 67  73  73]
  [ 64  69  72]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   0]]

 [[ 62  72  71]
  [ 64  72  74]
  [ 62  70  72]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   0]]

 [[ 58  68  69]
  [ 54  65  67]
  [ 54  65  67]
  ...
  [  0   0   0]
  [  0   0   2]
  [  0   0   0]]]","0.74296,8","0.78576,12","0.21647,10","0.063161,7","0.41522,7","0.026136,6","0.38559,8","0.19584,5","0.24862,7","0.011708,11","0.051151,6","0.37013,7","0.23884,7","0.29681,5","0.11543,9","0.32246,7","0.052748,8","0.16148,7","0.067018,9","0.025403,6","0.27349,5","0.63152,5","0.98767,10","0.076688,5","0.36145,5","0.13412,6","0.16236,7","0.96016,8","0.75252,5","0.24183,6","0.08321,8","0.49522,7","0.47018,6","0.60254,5","0.38348,6","0.59912,5","0.21977,6","0.84213,6","0.46574,7","0.0142,11"
00017659,00017659/20130209_142351.jpg,"[[[11 18 26]
  [13 17 26]
  [13 17 26]
  ...
  [15 29 40]
  [17 30 39]
  [18 31 40]]

 [[15 19 28]
  [14 18 27]
  [14 19 25]
  ...
  [18 30 42]
  [18 31 40]
  [19 32 40]]

 [[14 18 27]
  [15 19 28]
  [15 18 27]
  ...
  [19 31 43]
  [20 33 42]
  [19 34 41]]

 ...

 [[ 3  3  3]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]]

 [[ 4  4  4]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 2  2  2]
  [ 0  0  0]]]","0.18508,6","0.029742,6","1,6","0.19645,5","0.26709,5","0.027824,5","0.064929,2","0.049805,4","0.074917,8","0.030176,12","0.035041,5","0.3059,5","0.20314,7","0.74306,6","0.024632,7","0.42132,2","0.064161,3","0.058419,5","0.012751,11","0.76334,5","0.16002,5","0.21196,3","0.16687,7","0.053727,6","0.92041,5","0.12823,7","0.018324,5","0.54553,5","0.028961,5","0.022155,6","0.013852,7","0.53222,10","0.084424,6","0.30683,8","0.73309,7","0.32974,7","0.38292,5","0.4544,6","0.44346,6","0.46157,3"
