folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00010180,00010180/20110523_161925.jpg,"[[[250 250 252]
  [252 252 252]
  [250 251 246]
  ...
  [137 143 155]
  [225 233 236]
  [129 137 139]]

 [[234 238 239]
  [195 197 194]
  [255 255 251]
  ...
  [167 176 183]
  [154 164 166]
  [ 85  95  97]]

 [[224 230 230]
  [140 142 141]
  [225 225 223]
  ...
  [220 231 237]
  [ 61  72  78]
  [147 157 167]]

 ...

 [[108 109  77]
  [ 93  94  62]
  [ 68  68  40]
  ...
  [ 93  92  61]
  [ 96  97  65]
  [ 99 100  68]]

 [[112 114  77]
  [ 97  97  63]
  [ 88  87  57]
  ...
  [ 97  94  63]
  [ 96  96  62]
  [ 96  96  62]]

 [[ 99  99  61]
  [ 75  75  39]
  [101 100  69]
  ...
  [ 98  95  62]
  [ 87  84  51]
  [ 89  89  55]]]","0.24957,6","0.99683,5","0.014368,5","0.29994,5","0.0292,6","0.98297,6","0.56013,6","0.036972,6","0.0076107,6","0,6","0.80881,6","0.023696,6","0.046197,5","0.2341,7","0.16602,6","0.28718,5","0.77155,6","0.74632,5","0.017952,6","0.43962,6","0.60779,6","0.018147,6","1,5","0.54875,5","0.029109,5","0.60288,6","0.66772,6","0.12009,6","0.041307,6","0.0011971,6","0.023321,6","0.39321,6","0.17788,5","0.0035727,5","0.14943,6","0.042532,6","0.012596,6","0.081052,6","0.034249,6","0.88842,5"
00010302,00010302/20120616_155015.jpg,"[[[ 19  28  45]
  [ 16  26  51]
  [ 16  28  54]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[122 131 138]
  [130 139 156]
  [ 98 106 127]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[180 189 188]
  [125 132 142]
  [177 185 198]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 25  25  23]
  [ 26  26  24]
  [ 27  27  25]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   2   1]
  [  0   0   2]
  [  0   0   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.37922,6","1,5","0.029328,7","0.035238,5","0.17138,6","0.58526,5","0.48972,7","0.15854,6","0.093805,8","0.94197,5","0.3025,8","0.92242,5","0.30836,6","0.46641,5","0.048218,9","0.30776,6","0.37168,5","0.2914,7","0.41312,6","0.33629,5","0.29429,7","0.033209,7","0.89986,7","0.63488,7","0.033617,8","0.36031,6","0.041974,5","0.93899,6","0.11704,7","0.045653,7","0.59009,6","0.95018,6","0.5048,8","0.028597,7","0.62682,6","0.5423,7","0.42356,10","0.034648,6","0.0022282,6","0.39023,7"
00010430,00010430/20110815_065512.jpg,"[[[221 235 236]
  [238 254 255]
  [220 237 255]
  ...
  [235 237 232]
  [142 144 141]
  [ 92  94  93]]

 [[245 255 255]
  [236 246 255]
  [231 243 255]
  ...
  [254 255 250]
  [  0   2   0]
  [122 124 123]]

 [[249 254 255]
  [234 239 245]
  [ 14  18  29]
  ...
  [ 16  19  12]
  [  0   2   0]
  [112 114 113]]

 ...

 [[  5   6   0]
  [  3   4   0]
  [  5   6   0]
  ...
  [ 25  49  83]
  [ 29  50  79]
  [ 31  48  74]]

 [[ 14  15   9]
  [  3   4   0]
  [  1   2   0]
  ...
  [ 29  44  67]
  [ 36  49  66]
  [ 33  45  61]]

 [[  0   1   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0  14]
  [  0   0  12]
  [  0   2  11]]]","0.41756,5","1,5","0.030739,6","0.015365,7","0.13883,7","0.16486,5","0.72715,6","0.64197,5","0.2987,6","0.14258,6","0.18175,8","0.33255,6","0.023201,9","0.59262,6","0.26476,7","0.18666,7","0.019632,6","0.031548,7","0.70044,6","0.18411,6","0.27064,5","0.21467,8","0.86892,9","0.30792,6","0.026849,9","0.15489,5","0.27692,8","0.74983,6","0.048309,6","0.096103,9","0.22743,6","0.53798,8","0.37427,9","0.056157,6","0.21152,6","0.3464,6","0.43502,6","0.022995,8","0.19395,5","0.93406,6"
00010606,00010606/20110524_171817.jpg,"[[[168 170 167]
  [162 162 160]
  [243 242 240]
  ...
  [199 205 203]
  [177 183 181]
  [136 142 140]]

 [[175 177 172]
  [196 196 194]
  [244 244 242]
  ...
  [199 205 203]
  [188 197 196]
  [163 169 169]]

 [[174 176 171]
  [158 160 155]
  [194 196 193]
  ...
  [219 227 229]
  [189 197 199]
  [161 171 172]]

 ...

 [[  9  14  10]
  [  8  12  11]
  [ 10  14  13]
  ...
  [ 90  89  59]
  [  3   5   0]
  [  0   1   6]]

 [[  2   4   3]
  [  0   2   1]
  [  2   4   3]
  ...
  [ 99  95  68]
  [  4   4   0]
  [  0   0   5]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [ 85  81  54]
  [  3   3   0]
  [  0   0   5]]]","0.55521,8","1,6","0.016604,5","0.081452,8","0.14886,7","0.45278,6","0.84398,6","0.20848,5","0.19747,7","0.71921,5","0.30791,6","0.39718,6","0.05308,6","0.46378,7","0.069214,9","0.65746,8","0.39651,5","0.094638,7","0.91711,6","0.60489,6","0.33935,6","0.31748,5","1,6","0.30261,7","0.086712,5","0.97774,6","0.32105,6","0.76421,6","0.35411,5","0.1334,6","0.63069,6","0.57193,6","0.42048,6","0.26967,8","0.054612,5","0.41774,6","0.39259,7","0,7","0.023235,5","0.5979,7"
00010780,00010780/20110125_073925.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","0.62282,6","1,6","0.0017164,5","0.5208,5","0.033395,6","0.3622,6","0.028652,6","0.17127,5","0.011938,6","0.90828,5","0.28632,5","0.78624,5","0.69701,6","0.14124,5","0.043835,5","0.081742,7","0.011957,6","0.29223,5","0.93626,6","0.18266,5","0.049101,6","0.038373,5","0.31428,5","0.35087,7","0.066627,6","1,5","0.021132,6","0.85076,5","0.037341,5","0.1485,5","0.88276,6","0.70582,6","0.043147,5","0.11723,5","0.1772,6","0.18726,6","0.49595,5","0.34416,5","0.30509,6","0.020037,5"
00010801,00010801/20120704_123019.jpg,"[[[241 242 244]
  [132 140 143]
  [128 141 149]
  ...
  [162 162 164]
  [136 136 138]
  [148 146 149]]

 [[241 240 238]
  [138 139 141]
  [132 141 146]
  ...
  [118 118 120]
  [200 200 202]
  [173 171 176]]

 [[240 239 237]
  [101 102 104]
  [111 120 125]
  ...
  [188 188 188]
  [219 219 221]
  [113 112 117]]

 ...

 [[ 12   6   6]
  [ 13   8   5]
  [ 18  14  11]
  ...
  [ 19  16  11]
  [ 18  15  10]
  [ 23  20  15]]

 [[ 12   6   6]
  [ 18  12  12]
  [ 13   8   5]
  ...
  [ 18  14  11]
  [ 18  14  11]
  [ 21  17  14]]

 [[ 11   5   5]
  [ 14   8   8]
  [ 12   7   4]
  ...
  [ 16  12   9]
  [ 18  14  13]
  [ 20  16  13]]]","0.13719,7","1,6","0.049728,7","0.24213,6","0.21431,5","0.13742,5","0.86598,6","0.22762,5","0.13147,7","0.018231,7","0.038055,5","0.076891,6","0.32426,6","0.28193,6","0.43304,6","0.50292,7","0.18218,6","0.10923,9","0.093615,5","0.24208,5","0.0095231,6","0.29434,5","0.35538,5","0.018671,5","0.076396,7","0.33749,6","0.54715,6","0.39137,7","0.46707,5","0.3731,7","0.020408,7","0.80809,8","0.69157,7","0.39213,6","0.31399,6","0.19955,7","0.00014031,5","0.3303,6","0.31255,6","0.33605,6"
00010917,00010917/20120809_155505.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   0   0]
  [  0   0   0]
  [  0   0   2]]

 [[ 10  10  10]
  [ 17  17  17]
  [  6   6   6]
  ...
  [  3   3   3]
  [  1   1   1]
  [  0   0   0]]

 [[151 151 151]
  [111 111 111]
  [125 125 125]
  ...
  [143 147 146]
  [ 58  60  57]
  [  2   2   0]]

 ...

 [[ 11  14  23]
  [ 43  47  58]
  [ 40  47  57]
  ...
  [172 196 234]
  [191 211 244]
  [ 82  99 129]]

 [[ 11  14  21]
  [ 42  49  57]
  [ 39  48  57]
  ...
  [174 199 239]
  [181 201 234]
  [ 79  94 125]]

 [[  8  13  17]
  [ 36  43  51]
  [ 33  43  52]
  ...
  [145 170 210]
  [146 164 200]
  [ 80  93 127]]]","0.72654,5","1,5","0.0091068,5","0.047259,6","0.17012,6","0.82362,5","0.043016,8","0.040474,7","0.08588,6","0.0177,8","0.22369,5","0.18967,6","0.4637,5","0.36168,6","0.48192,5","0.99815,6","0.58328,5","0.031298,5","0.26253,5","0.29004,5","0.74163,7","0.10293,7","0.39993,7","0.32603,6","0.021528,6","0.70584,5","0.37981,8","0.44737,7","0.027351,6","0.028782,6","0.21069,5","0.29006,6","0.37565,5","0.02746,7","0.40215,7","0.24097,8","0.032358,9","0.26583,5","0.12485,5","0.49371,5"
00011616,00011616/20120624_065223.jpg,"[[[207 207 197]
  [208 208 200]
  [208 207 202]
  ...
  [140 160 187]
  [141 161 188]
  [141 161 188]]

 [[208 208 200]
  [210 210 202]
  [210 210 202]
  ...
  [141 161 188]
  [140 161 188]
  [140 161 190]]

 [[211 211 203]
  [215 212 205]
  [217 214 207]
  ...
  [139 160 187]
  [139 160 187]
  [137 161 189]]

 ...

 [[  0   1   0]
  [  0   1   0]
  [  1   1   1]
  ...
  [  0   0   4]
  [  0   0   4]
  [  0   0   4]]

 [[  0   1   0]
  [  1   1   1]
  [  0   0   0]
  ...
  [  0   0   4]
  [  0   0   4]
  [  0   1   5]]

 [[  3   0   0]
  [  1   0   0]
  [  0   0   0]
  ...
  [  0   1   0]
  [  0   0   0]
  [  0   0   0]]]","0.066816,6","1,5","0.042886,5","0.050206,6","0.14459,5","0.60835,6","0.41564,5","0.018528,5","0.043683,6","0.054612,5","0.78274,7","0.037555,7","0.10268,5","0.26902,5","0.43067,6","0.60091,5","0.43019,6","0.034303,6","0.060327,5","0.045286,5","0.53389,6","0.12488,6","0.37447,5","0.29767,6","0.016848,5","0.59885,6","0.82101,6","0.16821,6","0.09354,5","0.029412,6","0.033634,6","0.9124,6","0.54041,5","0.13969,5","0.26086,6","0.17364,5","0.1195,6","0.27157,6","0.13967,6","0.3431,7"
00014842,00014842/20120125_204354.jpg,"[[[168 205 247]
  [168 206 245]
  [168 206 243]
  ...
  [158 167 176]
  [158 167 176]
  [158 166 177]]

 [[167 206 247]
  [169 208 249]
  [170 208 247]
  ...
  [158 168 178]
  [158 168 180]
  [157 166 181]]

 [[166 208 250]
  [168 207 250]
  [170 207 249]
  ...
  [156 168 180]
  [155 167 179]
  [155 167 181]]

 ...

 [[255 255 253]
  [255 255 251]
  [254 255 250]
  ...
  [255 255 251]
  [255 254 250]
  [255 254 252]]

 [[255 255 253]
  [255 255 251]
  [255 255 253]
  ...
  [255 255 251]
  [255 255 251]
  [255 255 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [254 255 255]
  [255 254 255]]]","0.21915,7","1,7","0.020052,5","0.013302,7","0.023252,9","0.5896,5","0.7372,6","0.0078981,4","0.043147,5","0.015377,13","0.65781,5","0.20008,8","0.41936,6","0.93956,11","0.065362,10","0.56424,5","1,7","0.19802,5","0.025829,9","0.18453,6","1,8","0.10372,5","0.89072,8","0.69157,6","0.015853,8","0.5351,5","0.10572,7","0.89662,6","0.13115,7","0,6","0.069257,9","0.60109,9","0.68601,7","0.0032618,8","0.35672,7","0.27218,5","0.63462,7","0.19677,8","0.015857,6","0.98936,10"
00015822,00015822/20121128_141814.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[54 72 74]
  [52 72 73]
  [51 71 72]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[50 68 72]
  [55 73 77]
  [61 79 81]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[54 72 76]
  [57 75 79]
  [57 75 79]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0.035359,7","1,5","0.11736,8","0.031688,6","0.036625,7","0.75193,5","0.53474,5","0.1133,9","0.075736,7","0.054277,7","0.27834,6","0.17167,9","1,5","0.42248,9","0.042943,7","0.029473,5","0.11358,5","0.20237,6","0.14182,7","0.71796,6","0.48466,8","0.047278,6","0.35302,7","0.041947,6","0.031335,6","0.55667,6","0.18735,6","0.7817,6","0.27092,6","0.26748,7","0.020443,6","0.81718,5","0.17067,8","0.017925,5","0.19353,6","0.44876,6","0.099296,6","0.0388,6","0.02133,5","0.14861,5"
00016761,00016761/204.jpg,"[[[ 58  67  64]
  [ 54  66  78]
  [ 53  71  95]
  ...
  [ 10  11  13]
  [ 13  15  14]
  [  5   9   8]]

 [[ 57  65  52]
  [ 68  80  70]
  [ 82  97  92]
  ...
  [ 10  11  13]
  [ 13  15  14]
  [  6   8   5]]

 [[ 79  84  52]
  [ 89  97  56]
  [100 112  64]
  ...
  [ 10  11  13]
  [ 10  12  11]
  [  7   7   7]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   2]]

 [[  1   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   2]
  [  0   0   2]]]","0.43558,7","0.95989,6","0.037537,5","0.039162,6","0.0031294,6","0.90652,5","0.032639,6","0.091912,7","0.21027,6","0.010046,5","0.70482,7","0.03001,5","0.14597,6","0.28497,6","0.21015,7","0.32003,6","0.40307,5","0.80042,5","0.012043,6","0.35793,6","0.36729,5","0.49885,6","0.39351,5","0.51907,5","0.1388,6","0.42301,6","0.90242,6","0.013888,5","0.023353,6","0.048823,6","0.024397,5","0.80758,6","0.046226,5","0.44945,5","0.2848,5","0.30054,6","0.091529,5","0.16581,5","0.36221,7","1,5"
00016845,00016845/20120617_183413.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[199 125  64]
  [211 133  69]
  [209 126  60]
  ...
  [  8  10   7]
  [  9  11   8]
  [  9  11   8]]

 [[206 135  69]
  [215 140  73]
  [212 135  67]
  ...
  [  6   8   5]
  [  6   8   5]
  [  6   8   5]]

 [[192 124  53]
  [207 137  67]
  [210 140  70]
  ...
  [ 10  10   8]
  [  8  10   9]
  [ 10  12  11]]]","0.13967,6","1,6","0.019367,5","0.12048,5","0.02922,5","0.66018,6","0.092453,5","0.032923,5","0.044603,6","0.012907,6","0.66455,6","0.027802,6","0.056266,6","0.17667,6","0.30645,6","0.70157,6","0.59143,7","0.5395,6","0.015848,6","0.44869,5","0.17222,6","0.18279,5","0.044032,6","0.61901,5","0,6","0.83396,6","0.91754,7","0.0048492,5","0.055096,7","0.042347,6","0.016593,5","0.78676,6","0.44561,5","0.37463,6","0.082324,5","0.28449,5","0.29146,5","0.02941,5","0.020991,7","0.50665,6"
00017609,00017609/20120910_180447.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [159 159 159]
  [209 209 209]
  [255 255 255]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [117 117 117]
  [218 218 218]
  [218 218 218]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [235 235 235]
  [253 253 253]
  [244 244 244]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  7  12  18]
  [  8  11  18]
  [  9  12  19]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   2]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   0   0]]]","0.038731,5","1,5","0.078523,7","0.32737,5","0.048578,5","1,6","0.03215,6","0.019367,5","0.053402,7","0.01803,7","0.85862,6","0.013566,6","0.11757,7","0.59543,6","0.2762,8","0.53552,6","1,5","0.27073,5","0.026978,5","0.13747,6","0.15354,5","0.048435,5","0.37092,8","0.26157,6","0.13856,7","0.80284,7","0.77064,5","0.27003,6","0.15362,7","0.04307,6","0.036417,6","0.5017,5","0.39858,7","0,5","0.34826,5","0.55704,6","0.12329,7","0.025195,5","0.14199,6","0.96431,8"
00017613,00017613/236.jpg,"[[[ 53  64 109]
  [ 52  65 109]
  [ 52  65 109]
  ...
  [109 139 173]
  [109 139 173]
  [108 138 172]]

 [[ 52  66 111]
  [ 52  65 109]
  [ 52  65 109]
  ...
  [108 138 172]
  [108 138 172]
  [109 139 173]]

 [[ 51  66 109]
  [ 52  65 109]
  [ 53  64 109]
  ...
  [110 140 176]
  [108 138 174]
  [108 138 172]]

 ...

 [[ 53  44  39]
  [ 57  48  39]
  [ 56  50  38]
  ...
  [ 67  58  51]
  [ 63  55  52]
  [ 60  55  51]]

 [[ 50  39  35]
  [ 54  44  35]
  [ 58  50  37]
  ...
  [ 60  51  44]
  [ 60  56  47]
  [ 62  57  51]]

 [[ 50  37  31]
  [ 54  44  35]
  [ 70  63  47]
  ...
  [ 52  43  36]
  [ 54  50  41]
  [ 57  52  46]]]","0.25201,5","0.93401,5","0.042886,5","0.037642,5","0.11943,5","0.38244,7","0.14714,8","0.19499,7","0.19913,7","0.88012,6","0.050295,6","0.66257,5","0.069339,5","0.72549,5","0.14287,8","0.50061,7","0.093201,6","0.29617,6","0.99875,6","0.59465,5","0.12172,5","0.19285,6","0.85828,6","0.33743,5","0.048016,6","0.38231,7","0.10744,7","0.64762,6","0.28351,5","0.033464,6","0.46416,6","0.22875,6","0.49738,6","0.024506,6","0.31599,6","0.53623,6","0.036159,5","0.047905,5","0.15674,7","0.20821,5"
00017627,00017627/20120113_162217.jpg,"[[[ 59  72  55]
  [ 77  90  64]
  [126 139  93]
  ...
  [ 31  38  44]
  [ 32  46  49]
  [ 26  47  50]]

 [[ 57  73  60]
  [118 134 124]
  [ 70  87  71]
  ...
  [ 34  43  48]
  [ 31  45  48]
  [ 33  47  50]]

 [[ 57  77  68]
  [ 79  99 110]
  [ 47  70  88]
  ...
  [ 35  46  52]
  [ 35  44  51]
  [ 36  43  51]]

 ...

 [[ 53  52  50]
  [ 42  41  39]
  [ 30  31  26]
  ...
  [ 50  46  43]
  [ 49  48  43]
  [ 56  53  46]]

 [[ 31  33  30]
  [ 26  28  25]
  [ 26  28  25]
  ...
  [ 43  43  35]
  [ 54  54  44]
  [ 63  60  51]]

 [[ 28  29  24]
  [ 28  30  27]
  [ 26  26  24]
  ...
  [ 56  56  44]
  [ 65  63  50]
  [ 68  64  52]]]","0.32383,6","0.78235,6","0.037362,6","0.0039499,6","0.45775,5","0.54979,6","0.11898,6","0.17286,5","0.15796,5","0.025528,6","0.1236,6","0.37616,5","0.016866,6","0.019257,5","0.024185,7","0.39643,5","0.48053,5","0.37633,5","0.1113,6","0.44386,7","0.33094,6","0.22541,5","1,6","0.21296,7","0.20851,7","0.020728,6","0.90493,5","0.42343,6","0.031478,5","0,6","0.094566,5","0.73997,5","0.59375,6","0.36843,5","0.051587,5","0.15442,5","0.24475,5","0.21243,5","0.26817,5","0.066083,6"
00017632,00017632/20120222_212710.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 65  93 133]
  [ 67  92 133]
  [ 67  92 133]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 65  92 135]
  [ 64  93 135]
  [ 65  94 134]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 64  93 135]
  [ 62  94 135]
  [ 63  95 136]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 27  27  27]
  [ 20  20  20]
  [ 12  12  12]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  3   3   3]
  [  2   2   2]
  [  2   2   2]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   2]
  [  0   0   2]
  [  0   0   2]]]","0.063734,8","1,6","0.1613,10","0.051772,7","0.06899,6","0.19188,9","0.45835,5","0.017829,8","0.01892,6","0.011774,6","0.32437,6","0.25104,8","0.018044,10","0.55331,6","0.070287,9","0.51077,5","0.34876,6","0.34428,6","0.051023,5","0.12771,6","0.31596,5","0.33213,5","0.78378,5","0.21661,6","0.16634,6","0.54458,6","0.72787,5","0.35961,8","0.14934,7","0.0075475,8","0.17696,5","0.25753,7","0.59264,9","0.023534,6","0.17538,5","0.0034954,5","0.19761,7","0.26149,6","0.39024,5","0.75591,7"
00017640,00017640/20120902_153512.jpg,"[[[ 75  88  81]
  [ 92 104  84]
  [144 153 110]
  ...
  [ 76  84  86]
  [ 72  80  82]
  [ 72  80  82]]

 [[ 67  84  78]
  [126 138 134]
  [ 91 102  86]
  ...
  [ 82  86  89]
  [ 76  81  84]
  [ 72  80  82]]

 [[ 61  80  78]
  [ 85 101 114]
  [ 72  83 101]
  ...
  [ 93  91  96]
  [ 82  86  89]
  [ 75  83  85]]

 ...

 [[ 53  58  54]
  [ 45  50  46]
  [ 48  53  49]
  ...
  [ 22  22  20]
  [ 22  22  22]
  [ 30  32  31]]

 [[ 49  54  50]
  [ 46  51  47]
  [ 47  52  48]
  ...
  [ 23  25  24]
  [ 24  26  25]
  [ 30  32  31]]

 [[ 54  56  53]
  [ 48  53  49]
  [ 48  53  49]
  ...
  [ 24  26  25]
  [ 27  29  28]
  [ 29  31  30]]]","0.42226,6","0.97998,10","0.017699,7","0.040722,5","0.039757,6","0.31557,6","0.71101,5","0,5","0.29226,7","0.035092,6","0.42396,5","0.11782,5","0.14765,10","0.10959,7","0.021287,14","0.25224,7","0.60443,6","0.3922,7","0.031398,6","0.02266,5","0.02727,6","0.79669,5","0.88879,8","0.44124,5","0.33109,6","0.28876,6","0.86271,8","0.33484,7","0.50003,6","0.016661,10","0.044442,7","0.51848,9","0.32858,8","0.37946,6","0.13999,6","0.025275,5","0.079247,7","0.44204,7","0.51456,6","0.41082,10"
00017658,00017658/20111224_222246.jpg,"[[[ 48  59 104]
  [ 48  59 105]
  [ 48  59 105]
  ...
  [146 191 224]
  [146 191 222]
  [146 191 222]]

 [[ 51  62 107]
  [ 49  60 106]
  [ 50  61 107]
  ...
  [148 193 224]
  [148 193 224]
  [148 193 224]]

 [[ 55  66 111]
  [131 142 188]
  [100 111 157]
  ...
  [148 193 222]
  [149 194 223]
  [149 195 221]]

 ...

 [[ 30  12  10]
  [ 30  12  10]
  [ 33  15  15]
  ...
  [ 90  67  35]
  [104  83  54]
  [ 74  53  26]]

 [[ 34  15  11]
  [ 30  10   9]
  [ 30  10  11]
  ...
  [ 78  57  26]
  [101  81  54]
  [ 68  50  26]]

 [[ 37  18  14]
  [ 34  14  13]
  [ 33  13  14]
  ...
  [ 56  37   7]
  [ 57  40  12]
  [ 42  26   3]]]","0.22274,7","1,13","0.013874,10","0.27709,7","0.032181,8","0.9461,5","0.030518,8","0.031878,5","0.036749,7","0.0097024,12","0.9524,6","0.076563,7","0.82675,8","0.37204,5","0.048627,8","0.33783,6","0.67714,8","0.32417,7","0.067018,9","0.043719,5","0.3365,5","0.30599,5","0.98947,11","0.29865,5","0.0201,6","0.59013,6","0.25717,8","0.65349,7","0.53872,5","0.0163,7","0.043639,9","0.70733,7","0.75331,6","0.079288,6","0.49328,7","0.25684,5","0.21977,6","0.092158,7","0.041376,7","0.0142,11"
00017659,00017659/20111214_152347.jpg,"[[[142 163 192]
  [142 163 192]
  [145 166 195]
  ...
  [168 173 177]
  [168 173 177]
  [168 173 177]]

 [[142 163 192]
  [143 164 193]
  [143 164 193]
  ...
  [167 175 177]
  [166 174 177]
  [169 174 178]]

 [[142 166 192]
  [144 165 194]
  [145 166 197]
  ...
  [170 175 178]
  [170 175 179]
  [167 175 178]]

 ...

 [[ 24  27  20]
  [ 23  28  21]
  [ 27  32  25]
  ...
  [ 66  53  34]
  [ 50  37  20]
  [ 58  42  26]]

 [[ 30  35  28]
  [ 25  31  21]
  [ 34  40  30]
  ...
  [ 59  48  28]
  [ 56  43  24]
  [ 69  52  34]]

 [[ 28  33  26]
  [ 22  28  18]
  [ 24  32  19]
  ...
  [ 45  39  17]
  [ 53  42  22]
  [ 51  34  16]]]","0.28888,7","1,6","0.011647,6","0.15717,5","0.020291,4","0.62779,5","0.60499,5","0.15905,5","0.019672,8","0.019072,14","0.92913,6","0.14427,6","0.19675,7","0.4944,6","0.066092,9","0.57046,5","0.49717,5","0.5551,6","0.22566,13","0.84098,5","0.49427,5","0.52631,5","0.55099,8","0.38417,6","0.11129,5","0.93799,7","0.21104,6","0.51488,8","0.028961,5","0.022155,6","0.035876,9","0.43362,11","0.28763,6","0.029346,8","0.22201,7","0.051582,7","0.48283,5","0.26506,6","0.29508,6","0.61623,5"
